position COMBINED_rate(cM/Mb) Genetic_Map(cM)
88499172 0.4176158154 95.2258797945
88499403 0.4176364803 95.2259762638
88502700 0.9936213706 95.2273532113
88504575 0.5836864293 95.2292162513
88504840 0.4632879656 95.2293709282
88505302 0.4645014650 95.2295849673
88505493 0.4625911515 95.2296736871
88505510 0.4626082321 95.2296815511
88506333 0.4641792322 95.2300622777
88507242 0.5250338416 95.2304842166
88507488 0.6502599740 95.2306133749
88510201 0.9960172928 95.2323775302
88510380 1.0617644828 95.2325558173
88512679 0.5933937473 95.2349968139
88513559 0.4361113220 95.2355190004
88516220 0.4326342317 95.2366794926
88518701 0.4301254918 95.2377528581
88518759 0.4269425670 95.2377778054
88518822 0.4240954124 95.2378047028
88519173 0.4258887921 95.2379535603
88519545 0.5162424279 95.2381119909
88519889 1.6585441657 95.2382895783
88519906 3.3914986484 95.2383177736
88520404 1.4299900054 95.2400067399
88520433 0.8668384718 95.2400482096
88520462 0.4348785666 95.2400733479
88520776 0.1311252822 95.2402098998
88522399 0.1293548129 95.2404227161
88523062 0.1287361113 95.2405084784
88523595 0.1284327122 95.2405770947
88525139 0.1315561405 95.2407753948
88526471 0.3148113792 95.2409506276
88528631 0.3220259189 95.2416306202
88529897 0.3523664102 95.2420383050
88533536 0.3284875596 95.2433205664
88533695 0.2945267909 95.2433727959
88536780 0.2854227979 95.2442814110
88537270 0.2750756353 95.2444212682
88537525 0.2755569937 95.2444914125
88537686 0.2748056873 95.2445357772
88537896 0.2725453924 95.2445934864
88539094 0.2811039773 95.2449199957
88539346 0.1701109347 95.2449908339
88541314 0.1713349116 95.2453256123
88542128 0.1769756442 95.2454650789
88542824 0.1893686318 95.2455882539
88542934 0.2059919233 95.2456090845
88543513 0.2433072109 95.2457283538
88543747 0.3649183362 95.2457852877
88545650 0.4557811739 95.2464797273
88546567 0.6477582106 95.2468976786
88547160 0.7110123572 95.2472817992
88548020 0.7071393895 95.2478932699
88550783 0.4912996911 95.2498470960
88550933 0.4490453922 95.2499207910
88553902 0.4119603992 95.2512540067
88555860 0.4003505551 95.2520606252
88556518 0.3960491806 95.2523240558
88557126 0.3801844869 95.2525648538
88557296 0.3695420041 95.2526294851
88559155 0.3399791074 95.2533164637
88559728 0.9808676918 95.2535112717
88561178 1.0334568312 95.2549335299
88561271 1.0026051731 95.2550296414
88561293 0.9606098658 95.2550516987
88561995 0.9581650399 95.2557260468
88562140 0.9569497510 95.2558649807
88562655 0.9562402183 95.2563578099
88563315 0.9562387333 95.2569889284
88564289 0.9544865219 95.2579203049
88564965 1.0628811104 95.2585655378
88565223 2.4206355179 95.2588397611
88565363 2.4218076179 95.2591786501
88567605 6.5548660553 95.2646083428
88567758 6.6429866087 95.2656112373
88568493 6.4969073460 95.2704938325
88568544 6.3374261925 95.2708251747
88568864 6.0330720660 95.2728531511
88569020 5.5736472957 95.2737943104
88570600 0.8722777682 95.2826006731
88572064 0.8677988702 95.2838776877
88572708 0.9009336054 95.2844365502
88572754 0.9453374468 95.2844779932
88572791 0.9731254966 95.2845129706
88573009 1.3365541084 95.2847251120
88573204 2.2153680870 95.2849857401
88573386 1.7837403683 95.2853889370
88573835 0.8825200675 95.2861898365
88574063 0.8370761305 95.2863910510
88574146 0.8035335364 95.2864605284
88574158 0.7714679626 95.2864701708
88574786 0.7689980064 95.2869546526
88575263 0.7685110241 95.2873214647
88576401 0.7688104285 95.2881960302
88576647 0.7695407426 95.2883851576
88577379 0.7703917107 95.2889484614
88577622 0.7678348096 95.2891356666
88579335 0.5925866193 95.2904509676
88579394 0.4159097749 95.2904859303
88579490 0.2566002998 95.2905258576
88585254 0.3273701195 95.2920049017
88585934 0.3641870437 95.2922275134
88586064 0.3911240966 95.2922748577
88589397 0.3160266991 95.2935784743
88589888 0.2462198031 95.2937336434
88589912 0.1877926604 95.2937395527
88590674 0.1837133656 95.2938826507
88593510 0.1816362306 95.2944036618
88594615 0.1811707906 95.2946043699
88594669 0.1807860834 95.2946141531
88597562 0.1758759489 95.2951371672
88599276 0.1615926848 95.2954386186
88601412 0.9042810076 95.2957837806
88601453 1.7424086190 95.2958208561
88602252 3.9629164959 95.2972130406
88602588 1.7499137948 95.2985445805
88607144 0.5104922968 95.3065171878
88607552 0.3216747965 95.3067254686
88610637 0.3216560428 95.3077178354
88611100 0.3598361245 95.3078667621
88612573 0.3601300599 95.3083968007
88612720 0.3601513774 95.3084497399
88612806 0.3601528898 95.3084807129
88615668 0.3601528898 95.3095114704
88615948 0.3613140148 95.3096123133
88616291 0.3613140148 95.3097362440
88617343 0.3628146042 95.3101163463
88619831 0.3733770693 95.3110190290
88621725 1.8404322634 95.3117262052
88624043 0.3948487506 95.3159923272
88624538 0.3845795872 95.3161877773
88625674 0.3834242284 95.3166246597
88626437 0.3834242284 95.3169172124
88628472 0.3858439154 95.3176974807
88629534 0.3904195135 95.3181072470
88631434 0.4348570990 95.3188490440
88633675 0.6118540669 95.3198235588
88634943 0.9310279547 95.3205993898
88636072 5.3651202845 95.3216505203
88638307 6.2992767037 95.3336415642
88638725 6.4420730694 95.3362746618
88639045 6.4054753978 95.3383361252
88639257 3.5882779426 95.3396940860
88639397 1.7649623422 95.3401964449
88639763 1.2912425050 95.3408424211
88639959 1.0672856013 95.3410955046
88640517 0.8992911625 95.3416910500
88641178 0.8186332471 95.3422854815
88645616 0.9380215178 95.3459185758
88649229 1.8589035565 95.3493076476
88650522 1.6267454950 95.3517112099
88651377 1.6499682956 95.3531020773
88651766 1.6393428196 95.3537439149
88651847 1.4756151192 95.3538767017
88651858 1.1790897239 95.3538929335
88652222 1.1651825785 95.3543221221
88652559 1.1635625886 95.3547147887
88653331 1.1661674178 95.3556130590
88653391 1.1663695470 95.3556830290
88653625 1.1672974627 95.3559559595
88654065 1.1664125280 95.3564695704
88654431 1.1651191885 95.3568964774
88655440 1.1681697745 95.3580720826
88655723 1.1744847158 95.3584026747
88655732 1.1773856384 95.3584132450
88657966 1.3423996576 95.3610435245
88658415 1.4942631164 95.3616462620
88658885 1.5326046912 95.3623485657
88660099 0.7220190539 95.3642091478
88661541 0.7123799611 95.3652502992
88663097 0.7103203542 95.3663587624
88664833 0.6755122428 95.3675918786
88666202 0.6553699262 95.3685166548
88667203 0.6031470885 95.3691726801
88667856 0.4731956831 95.3695665352
88670013 0.4340270302 95.3705872183
88673261 0.2425130817 95.3719969381
88673818 0.1584210472 95.3721320179
88674513 0.1195278932 95.3722421205
88677234 0.1100557259 95.3725673559
88677375 0.1035597216 95.3725828737
88677673 0.0979428001 95.3726137345
88677812 0.0940555827 95.3726273486
88678017 0.0938074073 95.3726466300
88680787 0.0966967417 95.3729064765
88683062 0.1809716860 95.3731264616
88684941 0.2277317347 95.3734665074
88685795 0.2679128103 95.3736609903
88688754 0.2680003537 95.3744537443
88688964 0.2690386212 95.3745100244
88689053 0.2716801166 95.3745339688
88689966 5.6142753207 95.3747820127
88690115 11.2456771142 95.3756185398
88690341 11.2456771142 95.3781600628
88691610 4.5559207899 95.3924308271
88691840 0.2651302701 95.3934786888
88692121 0.2175054862 95.3935531904
88692358 0.2150949336 95.3936047392
88692486 0.2147176165 95.3936322714
88692570 0.2137451769 95.3936503077
88692619 0.2137168277 95.3936607812
88692666 0.2133872854 95.3936708259
88692775 0.2134021289 95.3936940851
88692986 0.2131460655 95.3937391129
88694232 0.2167174351 95.3940046929
88694672 0.2198654580 95.3941000486
88694708 0.2239065973 95.3941079638
88695288 0.2251640245 95.3942378296
88695887 0.2257776561 95.3943727028
88696269 0.2263383554 95.3944589499
88696363 0.2265294994 95.3944802257
88696962 0.2267802483 95.3946159169
88698062 0.2421496628 95.3948653752
88698113 0.2597797487 95.3948777248
88698889 0.4212345447 95.3950793139
88698956 0.6914122736 95.3951075366
88699531 0.4735847646 95.3955050986
88701614 0.4785350981 95.3964915757
88701774 0.4874088441 95.3965681413
88702629 0.8303833184 95.3969848759
88702973 0.6107455445 95.3972705278
88703176 0.4805743399 95.3973945091
88704208 0.4532682058 95.3978904618
88704315 0.4269665943 95.3979389615
88704506 0.4152622083 95.3980205121
88705745 0.3982783400 95.3985350220
88706251 0.3728698454 95.3987365508
88706484 0.3413129792 95.3988234295
88706557 0.3012150876 95.3988483454
88708880 0.2945642225 95.3995480680
88709204 0.2901236847 95.3996435068
88709406 0.2874488081 95.3997021118
88709785 0.2870252432 95.3998110549
88709938 0.2865262727 95.3998549698
88710443 0.2863328421 95.3999996655
88712183 0.2863328421 95.4004978847
88712961 0.2863328421 95.4007206516
88715637 0.2837270974 95.4014868783
88716349 0.2760546994 95.4016888920
88716395 0.2652082651 95.4017015905
88716670 0.2522530892 95.4017745228
88716809 0.2329789790 95.4018095860
88717391 0.2067871085 95.4019451797
88718178 0.1683332156 95.4021079212
88718309 0.1232319434 95.4021299729
88720337 0.0776306741 95.4023798872
88721170 0.0711355910 95.4024445536
88722640 0.0708152347 95.4025491229
88725051 0.2022584098 95.4027198584
88725512 0.3586580018 95.4028130996
88725706 1.1248004334 95.4028826792
88726434 3.9874304338 95.4037015339
88726550 4.5601643937 95.4041640759
88726676 1.7860413584 95.4047386566
88726725 1.3022217371 95.4048261726
88730567 0.2368033257 95.4098293085
88731879 0.2275030524 95.4101399945
88735758 0.1697096622 95.4110224788
88735812 0.1148510997 95.4110316431
88736533 0.0907831439 95.4111144508
88737708 0.0867746272 95.4112211210
88738055 0.0833843450 95.4112512318
88739372 0.1161704147 95.4113610490
88740298 0.2377942428 95.4114686228
88740424 0.2292954559 95.4114985848
88740548 0.3435148811 95.4115270175
88741063 0.4412006050 95.4117039276
88744069 0.4538186377 95.4130301767
88744475 0.4646834394 95.4132144270
88744923 0.4471061338 95.4134226052
88745138 0.4384649514 95.4135187330
88746190 0.2394766628 95.4139799982
88746311 0.9049530639 95.4140089748
88746763 6.1861244319 95.4144180136
88746879 0.0281941244 95.4151356040
88748308 0.0277483357 95.4151758934
88748457 0.0259775124 95.4151800280
88748846 0.0258887052 95.4151901332
88748903 0.0255994974 95.4151916089
88750181 0.0255962134 95.4152243250
88750407 0.0255962134 95.4152301098
88750484 0.0255776124 95.4152320807
88751362 0.0256101847 95.4152545378
88752520 0.1695093292 95.4152841944
88752643 2.5131791828 95.4153050441
88753053 0.1258014092 95.4163354475
88753236 0.0385628403 95.4163584692
88753319 0.0323582018 95.4163616699
88753331 0.0258747865 95.4163620582
88756019 0.0258763660 95.4164316096
88756181 0.0260599844 95.4164358016
88757378 0.0393446197 95.4164669954
88757805 1.1479530767 95.4164837955
88757974 1.4705127150 95.4166777996
88759004 0.9105748540 95.4181924277
88759093 0.5823999187 95.4182734689
88759133 0.2991570501 95.4182967649
88759396 0.1346766128 95.4183754432
88759588 0.0187129931 95.4184013011
88762395 0.0187129931 95.4184538285
88762522 0.0187129931 95.4184562050
88762747 0.0187141473 95.4184604154
88763630 0.0187141473 95.4184769400
88763964 0.0187141473 95.4184831905
88763975 0.0187247263 95.4184833964
88764546 0.0188076335 95.4184940882
88765895 0.0461613726 95.4185194597
88766659 0.3093133576 95.4185547270
88767940 0.3093133576 95.4189509574
88768517 0.3816953875 95.4191294312
88768715 0.2256089310 95.4192050069
88768753 0.1507749682 95.4192135801
88769268 0.1084202381 95.4192912292
88769981 0.1228062428 95.4193685328
88770141 0.1892286654 95.4193881818
88770199 0.2988782372 95.4193991571
88770339 0.8891853620 95.4194410000
88771575 0.1751465399 95.4205400331
88771704 0.1166781144 95.4205626270
88773445 0.1166699537 95.4207657636
88775061 0.1168509004 95.4209543023
88775394 0.1171041662 95.4209932136
88775924 0.1175644175 95.4210552788
88776837 0.1175644175 95.4211626151
88777344 0.1190632023 95.4212222203
88777527 0.1190596385 95.4212440089
88778337 0.1533217015 95.4213404472
88780414 0.1343825258 95.4216588963
88780657 0.1343825258 95.4216915513
88781461 0.1343318204 95.4217995948
88783486 0.1310496125 95.4220716168
88784104 0.1294826748 95.4221526054
88784469 0.1276206138 95.4221998666
88784710 0.1273387129 95.4222306232
88785858 0.1250406078 95.4223768080
88786746 0.1224079126 95.4224878441
88789020 0.1224444491 95.4227661997
88790724 0.1227164710 95.4229748450
88791362 0.1226959448 95.4230531381
88791786 0.1222877998 95.4231051612
88792199 0.1222657293 95.4231556661
88792420 0.1222659593 95.4231826868
88792867 0.1222658976 95.4232373397
88793658 0.1252006781 95.4233340520
88794219 0.9361936954 95.4234042896
88795503 0.2065208966 95.4246063623
88795637 0.0894298243 95.4246340361
88796475 0.0893783019 95.4247089783
88798433 0.0893516186 95.4248839810
88799068 0.0893088147 95.4249407193
88799075 0.0892361189 95.4249413444
88800132 0.0892068636 95.4250356670
88800719 0.0891190292 95.4250880314
88801449 0.0885458304 95.4251530883
88802909 0.0879246103 95.4252823652
88802972 0.0869516504 95.4252879045
88803205 0.0861987165 95.4253081642
88803661 0.0853689163 95.4253474708
88803710 0.0842980652 95.4253516539
88806725 0.0839916647 95.4256058126
88807993 0.5696328498 95.4257123140
88809540 0.9964889601 95.4265935360
88809909 1.0699413999 95.4269612405
88810151 0.9592652890 95.4272201663
88810181 0.8956879190 95.4272489442
88810196 0.8296457118 95.4272623796
88810488 0.8282106962 95.4275046361
88811780 0.0301114469 95.4285746843
88813165 0.0295275965 95.4286163887
88813953 0.0290356760 95.4286396564
88815260 0.0290256867 95.4286776061
88816248 0.0306697290 95.4287062834
88816811 0.0400122258 95.4287235505
88816905 0.0519559064 95.4287273116
88817630 0.0519669338 95.4287649797
88817746 0.0880712483 95.4287710078
88818655 0.0880767048 95.4288510646
88818722 0.1306418693 95.4288569657
88823343 0.1306430134 95.4294606618
88824151 0.1306462097 95.4295662214
88824604 0.1306646037 95.4296254041
88825347 0.1306615786 95.4297224879
88825900 0.1306598300 95.4297947438
88826834 0.1306609810 95.4299167800
88827977 0.1306487680 95.4300661255
88828188 0.1306239630 95.4300936924
88829405 0.3085726256 95.4302526618
88829460 0.5290673862 95.4302696333
88832052 0.1135938084 95.4316409760
88834853 0.1135938084 95.4319591522
88835460 0.1135923256 95.4320281037
88835563 0.1135827481 95.4320398037
88836068 0.1135794646 95.4320971630
88836088 0.1135724557 95.4320994345
88837573 0.1135467707 95.4322680896
88837859 0.1134310916 95.4323005640
88837980 0.1133854614 95.4323142892
88838045 0.1133991139 95.4323216592
88838304 0.1133884578 95.4323510296
88839298 0.1133886193 95.4324637377
88839481 0.1133522235 95.4324844878
88839823 0.1133477379 95.4325232543
88840207 0.1133615103 95.4325667798
88840378 0.1133772265 95.4325861647
88840531 0.1134446807 95.4326035114
88840933 0.1135210068 95.4326491161
88841220 0.1138091385 95.4326816967
88841729 0.1152892381 95.4327396255
88843925 0.1442259243 95.4329928007
88844513 0.1683143491 95.4330776055
88844769 0.1856478590 95.4331206940
88845412 0.2286002188 95.4332400656
88846265 0.2611208703 95.4334350616
88846412 0.3257542104 95.4334734463
88846423 0.3810049959 95.4334770296
88846543 0.4296312645 95.4335227502
88846855 0.4946220111 95.4336567952
88849995 0.3994131678 95.4352099083
88850677 0.3376405859 95.4354823081
88851275 0.2616082604 95.4356842171
88851775 0.2225931884 95.4358150213
88854587 0.1006599668 95.4364409533
88857047 0.0874347436 95.4366885768
88860619 0.0875942749 95.4370008937
88861593 0.0876359742 95.4370862106
88865914 0.0876684128 95.4374648856
88868926 0.4451752926 95.4377289429
88871513 0.4406029181 95.4388806114
88871548 0.4324437190 95.4388960325
88876057 0.4226703900 95.4408459212
88876379 0.4099919230 95.4409820210
88878826 0.4090454311 95.4419852713
88879807 0.4086662066 95.4423865449
88880469 0.4080756757 95.4426570819
88880867 0.4081065453 95.4428194960
88881112 0.4084720850 95.4429194821
88881307 0.4061867202 95.4429991342
88881391 0.4056624109 95.4430332538
88881516 0.4051591868 95.4430839616
88881557 0.4040057297 95.4431005732
88882795 0.3945341676 95.4436007323
88883536 0.3041616813 95.4438930821
88883873 0.2231470809 95.4439955846
88884005 0.2231470809 95.4440250400
88884190 0.1830972758 95.4440663222
88884357 0.1552327395 95.4440968994
88885636 1.4484819875 95.4442954421
88887488 8.8021727513 95.4469780308
88887872 11.2133269876 95.4503580651
88889428 3.9413408735 95.4678060019
88890545 1.7533653247 95.4722084796
88891398 0.5993932384 95.4737041003
88891772 0.4707724903 95.4739282733
88892026 0.4104318133 95.4740478495
88895794 0.4129542537 95.4755943566
88896036 0.4155977037 95.4756942915
88898968 0.8190715921 95.4769128240
88899719 0.4159287097 95.4775279468
88902565 0.4158277146 95.4787116799
88905156 0.4316599828 95.4797890895
88905883 0.4543343375 95.4801029063
88908071 0.5106799640 95.4810969898
88908557 0.5580466969 95.4813451803
88908798 0.5939696984 95.4814796695
88909678 0.6127730803 95.4820023629
88909703 0.6212292411 95.4820176822
88911335 0.6426740728 95.4830315283
88912397 0.3993437552 95.4837140482
88913170 0.4174491413 95.4840227409
88913219 0.4420174323 95.4840431959
88913260 0.4761692006 95.4840613186
88913807 0.5936063137 95.4843217832
88915380 0.3020218039 95.4852555259
88915739 0.1741862886 95.4853639518
88917390 0.1739289669 95.4856515333
88918277 0.1775488785 95.4858058083
88920018 0.2793311061 95.4861149209
88920129 0.2792818260 95.4861459267
88920323 0.3819635263 95.4862001073
88921215 0.5924000596 95.4865408188
88924235 0.6046237006 95.4883298670
88924642 0.6752880642 95.4885759488
88925410 1.1391694881 95.4890945701
88925838 1.3419589225 95.4895821346
88926491 1.3325077779 95.4904584338
88928318 0.9147881217 95.4928929255
88929193 0.8634811333 95.4936933651
88929241 0.8136632319 95.4937348122
88929690 1.0048905578 95.4941001470
88930112 1.0392383251 95.4945242108
88930308 0.9692853063 95.4947279015
88931600 0.8112605859 95.4959802181
88931653 0.6398550798 95.4960232149
88932591 0.4739174902 95.4966233990
88932836 0.3225244678 95.4967395088
88933115 0.2490554098 95.4968294931
88933942 0.2484619138 95.4970354619
88935067 0.2534606194 95.4973149816
88936336 0.2534245616 95.4976366231
88936415 0.2249374520 95.4976566437
88936447 0.1933464624 95.4976638417
88937023 0.1556952621 95.4977752092
88939105 0.1555047856 95.4980993668
88939294 0.1555423695 95.4981287572
88939902 0.1825049172 95.4982233269
88940050 0.2428203100 95.4982503376
88940087 0.3091958238 95.4982593220
88940102 0.3765899879 95.4982639599
88940235 0.4985071067 95.4983140464
88940248 0.6270762708 95.4983205270
88940802 3.5472232759 95.4986679272
88941055 3.8366171582 95.4995653747
88942179 3.8288418573 95.5038777324
88942244 3.6921544614 95.5041266071
88942774 2.7645470417 95.5060834490
88942814 1.9042528566 95.5061940309
88943021 1.5816738412 95.5065882112
88943889 6.8839514019 95.5079611041
88944052 5.5334782781 95.5090831882
88944076 0.8050041998 95.5092159917
88944257 0.7056784520 95.5093616974
88944442 0.7026505221 95.5094922480
88944724 0.7039116978 95.5096903954
88944809 0.6979095596 95.5097502279
88944913 0.6869420232 95.5098228105
88945591 0.6871044484 95.5102885572
88945907 0.7524426255 95.5105056822
88946269 1.1754116451 95.5107780664
88946322 1.1745095672 95.5108403632
88946804 1.1787599514 95.5114064768
88948186 0.7526896580 95.5130355231
88948218 0.3031344062 95.5130596092
88948516 0.1873403037 95.5131499432
88949278 0.1842288221 95.5132926965
88949634 0.1871861526 95.5133582820
88950194 0.1834089757 95.5134631062
88951088 0.1834286217 95.5136270739
88951115 0.1810145565 95.5136320264
88952885 0.1603104709 95.5139524222
88953349 0.0970094086 95.5140268063
88953915 0.0448822829 95.5140817136
88954944 0.0451104667 95.5141278975
88955028 0.0452873261 95.5141316867
88955187 0.0370816152 95.5141388874
88955475 0.0329480522 95.5141495669
88956838 0.1242875461 95.5141944751
88956989 0.2503450401 95.5142132425
88959382 0.2513356120 95.5148123182
88959388 0.2517134869 95.5148138262
88959445 0.2524725153 95.5148281739
88959505 0.2530825489 95.5148433223
88961204 0.1767410221 95.5152733095
88961511 0.0916960847 95.5153275690
88962552 0.0535382343 95.5154230246
88966040 0.0846687043 95.5156097660
88966315 0.1487171492 95.5156330499
88966422 0.2291817607 95.5156489626
88967498 0.1779590216 95.5158955622
88968421 0.1779618245 95.5160598184
88968498 0.1212079875 95.5160735214
88968870 0.1067941367 95.5161186108
88968887 0.0919095354 95.5161204263
88969980 0.0920043856 95.5162208834
88972564 0.1016112024 95.5164586227
88973037 0.1142237720 95.5165066848
88973103 0.1287028657 95.5165142236
88973228 0.1427611145 95.5165303115
88973905 0.1693337841 95.5166269607
88975419 0.2304858728 95.5168833321
88978002 0.2369957558 95.5174786771
88978097 0.2410527381 95.5175011917
88978199 0.2423506463 95.5175257791
88978638 0.2438085802 95.5176321710
88978917 0.2438069945 95.5177001936
88978943 0.2444067461 95.5177065326
88979282 0.2450950982 95.5177893865
88979993 0.2449721508 95.5179636491
88982493 0.2448961978 95.5185760795
88982571 0.2448228065 95.5185951814
88986003 0.2779123405 95.5194354132
88986208 0.2778413906 95.5194923853
88986998 0.4391195024 95.5197118800
88987465 0.5589299021 95.5199169488
88993717 0.5588574342 95.5234113785
88993742 0.5587911134 95.5234253500
88994770 0.5587911134 95.5239997872
88996043 0.5587805962 95.5247111283
88996953 0.5586255467 95.5252196187
88997242 0.5585171137 95.5253810614
88997371 0.5583287370 95.5254531102
88999197 0.5583131164 95.5264726184
88999419 0.5582933006 95.5265965639
89000029 0.5578480907 95.5269371229
89001737 0.5578480907 95.5278899274
89002565 0.5578167652 95.5283518256
89002775 0.5568494750 95.5284689671
89003508 0.5561082603 95.5288771378
89003669 0.5557505355 95.5289666712
89006612 0.5557025478 95.5306022451
89006626 0.5561806704 95.5306100249
89010437 0.5995910424 95.5327296294
89011726 0.5995744230 95.5335025023
89012705 0.6879677721 95.5340894856
89015313 0.6881840677 95.5358837056
89015882 0.7340199711 95.5362752823
89016420 0.7764805925 95.5366701851
89018617 0.7776817585 95.5383761129
89022049 0.9557801020 95.5410451167
89022311 4.4264675551 95.5412955311
89022797 11.3938423298 95.5434467943
89028672 10.8745015894 95.6103856180
89029240 0.4115967173 95.6165623349
89030440 0.3549442539 95.6170562510
89031121 0.3472611394 95.6172979680
89031613 0.3409022802 95.6174688205
89032438 0.3351264432 95.6177500649
89035028 0.3365857625 95.6186180424
89035277 0.3381216906 95.6187018522
89036394 0.3393436086 95.6190795342
89038235 0.3439084458 95.6197042657
89041048 0.3502132785 95.6206716802
89044795 0.4234484169 95.6219839294
89046939 0.4387778106 95.6228918028
89053629 0.5389192151 95.6258272263
89055629 0.5850027981 95.6269050647
89056074 0.5864709034 95.6271653910
89056198 0.6341350092 95.6272381134
89057192 0.7024098455 95.6278684436
89060613 2.2014877568 95.6302713877
89061357 2.2561311212 95.6319092946
89061949 1.5553565011 95.6332449242
89061970 0.9119397770 95.6332775867
89062771 0.9478518305 95.6340080504
89063012 1.0049208225 95.6342364827
89063091 1.0649864580 95.6343158715
89064124 1.4313225960 95.6354160025
89064544 7.9494103748 95.6360171580
89065502 10.4210508448 95.6436326931
89069688 6.9763696614 95.6872552119
89070152 6.2572095640 95.6904922475
89075516 6.4360103826 95.7240559196
89075579 6.6212818035 95.7244613882
89078880 4.7038874050 95.7463182394
89081058 5.6570525943 95.7565633062
89088031 3.8033853111 95.7960099340
89088416 1.7494830159 95.7974742373
89089359 0.3890100900 95.7991239998
89090667 0.3479698523 95.7996328250
89090734 0.3152932540 95.7996561390
89091370 0.2996993485 95.7998566655
89091754 0.2885592961 95.7999717500
89094656 0.2886271763 95.8008091491
89095278 0.2885630395 95.8009886752
89095901 0.2890233096 95.8011684500
89096964 0.2891615091 95.8014756818
89098460 0.2893047617 95.8019082674
89102710 0.2942331214 95.8031378126
89103252 0.2855640376 95.8032972870
89106059 0.4433237209 95.8040988652
89107627 0.4451059344 95.8047939968
89108414 0.4853669741 95.8051442952
89108681 0.5550753363 95.8052738882
89110479 0.6987344151 95.8062719136
89112021 0.7790787805 95.8073493621
89113317 1.1656950107 95.8083590482
89113827 1.1743264682 95.8089535526
89114228 0.8685589536 95.8094244576
89115963 0.8725335638 95.8109314073
89116357 0.8628470199 95.8112751856
89116502 0.8521341395 95.8114002984
89117429 0.5794773546 95.8121902267
89119162 0.4892364539 95.8131944610
89120401 0.4763482871 95.8138006250
89120609 0.2290935469 95.8138997054
89122439 0.2141118349 95.8143189466
89123855 0.2135259562 95.8146221289
89124105 0.2123818292 95.8146755104
89124274 0.2110901820 95.8147114030
89125495 0.2087732623 95.8149691441
89126323 0.2085989763 95.8151420083
89127103 0.2067059947 95.8153047155
89127540 0.2066209393 95.8153950461
89132409 0.2078074446 95.8164010834
89132550 0.2090365676 95.8164303843
89134041 0.2120453430 95.8167420578
89134479 0.3164459845 95.8168349336
89135183 1.3701365265 95.8170577116
89135262 1.9816816961 95.8171659524
89135734 0.3058054291 95.8181013062
89136676 0.3660626244 95.8183893749
89138090 0.3324698026 95.8189069874
89138509 0.3119071743 95.8190462923
89138800 0.2875767250 95.8191370573
89139081 0.2473515524 95.8192178663
89139164 0.1947926812 95.8192383965
89140331 0.1375565223 95.8194657196
89140419 0.0898080049 95.8194778245
89140953 0.0814570205 95.8195257820
89141945 0.0918276416 95.8196065874
89141999 0.1033179521 95.8196115461
89142740 0.0802013500 95.8196881047
89145732 0.0807864174 95.8199280671
89146352 0.0833259341 95.8199781547
89147255 0.1016943107 95.8200533980
89147927 0.1526752177 95.8201217366
89152106 0.7143420916 95.8207597663
89152872 0.7732920369 95.8213069524
89152934 0.8167981737 95.8213548965
89153162 0.8549714926 95.8215411264
89153778 0.9310099706 95.8220677889
89153931 1.0643337625 95.8222102334
89154588 1.1565264336 95.8229095007
89154608 1.2539408510 95.8229326312
89154773 1.6371020531 95.8231395315
89155098 1.7056053935 95.8236715896
89155525 1.7022755773 95.8243998831
89155786 1.6922612221 95.8248441771
89156426 1.3547682998 95.8259272242
89156489 1.3471139619 95.8260125746
89156736 0.8421333565 95.8263453118
89157257 0.4826332514 95.8267840633
89157508 0.2023152753 95.8269052042
89158033 0.1609832913 95.8270114197
89158492 0.1552040994 95.8270853111
89158937 0.1551786620 95.8271543769
89159206 0.1543560453 95.8271961200
89160644 0.1723534846 95.8274180839
89160759 0.2050716629 95.8274379046
89161526 0.8646259462 95.8275951946
89162284 0.9193599810 95.8282505810
89162940 0.9708308209 95.8288536812
89163005 0.9923203936 95.8289167852
89163425 0.9740628025 95.8293335597
89164307 1.0270044116 95.8301926831
89164369 1.0638792800 95.8302563574
89165019 1.0590785340 95.8309478789
89166346 1.0590070538 95.8323532762
89166481 1.0593388122 95.8324962421
89166707 1.0596607932 95.8327356527
89167134 1.0578391689 95.8331881278
89167226 1.0558043278 95.8332854490
89168731 0.9605603945 95.8348744346
89169046 0.8618522574 95.8351770111
89170635 0.5446020897 95.8365464943
89172451 0.5753793838 95.8375354917
89173861 0.8550301411 95.8383467766
89174502 0.9012758369 95.8388948510
89178254 1.0681675062 95.8422764379
89181003 32.4325276031 95.8452128304
89183919 32.4325276031 95.9397860809
89183999 32.4325276031 95.9423806831
89184146 32.4325276031 95.9471482646
89184469 32.4325276031 95.9576239711
89184770 32.3854264162 95.9673861619
89187013 18.8518513012 96.0400266733
89191150 18.8331615772 96.1180167821
89193991 18.4718271146 96.1715217942
89195519 18.4538339631 96.1997467460
89196715 18.4472155443 96.2218175314
89199563 18.4470293500 96.2743552013
89201212 0.6265719683 96.3047743527
89203969 0.6271615831 96.3065018116
89205709 0.5855758312 96.3075930728
89205792 0.5318676554 96.3076416756
89206688 0.4857293578 96.3081182290
89206756 0.4414175402 96.3081512586
89207420 0.4419766981 96.3084443598
89211013 0.4420706980 96.3100323821
89212660 0.4419371634 96.3107604725
89217554 0.4418113325 96.3129233130
89217609 0.4416697448 96.3129476126
89219301 0.4414516393 96.3136949179
89219548 0.4411025791 96.3138039564
89219595 0.4402542524 96.3138246882
89220102 0.4395969243 96.3140478971
89221944 0.4391234130 96.3148576347
